1423162356,313
601268061,226
2614285274,225
2726886046,223
519448297,164
1022815297,138
2366860920,127
2430346944,110
1307135478,88
2936286923,74
3244853494,71
2495826406,65
2483757432,54
2345553276,49
3319378600,49
3235877624,46
1869050402,44
42782926,42
261847753,42
724437498,41
224578577,39
603007895,38
613044556,37
1358485268,36
1493583900,36
1620662912,36
3081979728,36
3240995135,34
600225204,33
2391654828,33
1470172399,30
2643870191,30
183854562,30
3185610036,29
3308298994,29
227568176,28
950115966,27
2554590599,26
1405737210,24
626444770,24
2995735335,24
2398632073,23
521510574,22
359707110,22
1446411714,22
2336794027,22
1918673160,22
1616901853,21
3033239464,21
493947370,20
966798361,20
2724171104,20
2881438591,20
2868053127,19
2457550291,19
3309992697,19
2711149485,19
2879893349,18
507778236,18
2966198337,18
3243774446,18
1471384573,18
1888216969,17
2266049629,17
126307304,17
844293938,17
2986751637,16
3051534366,16
3019881516,16
214079257,16
625902082,16
2901464540,16
3242508673,15
1546772036,15
2744430878,15
1372610838,15
241742017,15
2561826422,15
1018034167,15
905728964,15
3315384238,15
2523307357,14
2478754957,14
2456774319,14
1187269735,13
2367462996,13
2636743798,13
2955842308,13
155428494,13
2901909502,13
2403258098,13
2347124758,13
2491735760,13
2718395709,13
2308500343,13
327508176,13
3030663509,13
3073527210,13
2255456009,12
2971842464,12
1063922592,12
2249203324,12
434112289,12
1668924896,12
2976816066,12
2927336695,12
1320644882,12
705323905,12
572157919,12
3108826793,12
2192824920,12
1309914956,12
2440664503,11
3243197689,11
3083286588,11
2358483824,11
2757624993,11
2844131731,11
2935824203,11
3305960644,11
452275979,11
2522325059,11
150876345,11
286305733,11
434429424,11
2851958208,11
2720195855,11
2557430442,11
1876799750,11
2893728711,11
2676104326,10
430284228,10
1452891374,10
3078175774,10
1216765279,10
1531036640,10
1142349050,10
140579405,10
2945561555,10
2315823236,10
2864156670,10
2768962453,10
1112764928,10
3064235871,10
391947399,10
3103264613,10
84888414,10
211344753,10
2363154308,10
254761801,10
1135353247,10
98888740,10
1666194115,10
3039218087,10
2920684542,59
454954516,42
274768774,38
2603996707,34
220251523,32
2562967619,29
1501963746,29
2458435718,24
2300502996,21
296528828,20
1594981458,17
252163360,15
3308308367,14
3172547264,14
2765919144,14
2902014531,13
30911753,13
2906495251,13
223922420,13
1360759939,13
1005510446,13
2252890903,13
894292836,13
469144828,12
3185340008,12
2227853726,12
2931248916,12
2203975074,12
2415250762,11
110970267,11
2372162220,11
1303783009,11
953169529,10
59642573,10
1119150134,10
447858103,10
3102757318,10
3161902690,10
1615125373,62
121158213,59
15977038,59
1912522274,58
3289003559,58
948708523,50
3018844283,50
3094481966,49
275942684,38
3220011939,38
2805133148,37
2569844741,35
24655672,35
417965044,26
70650509,25
130408712,25
735852792,24
67022569,24
27443744,24
3026945502,23
108912964,23
2787938268,22
37842197,22
3107966150,22
2175819474,21
3242775860,19
2628421441,19
834672494,19
594156858,19
508267011,18
3024494543,18
3199194098,18
119118824,17
1278832316,17
15844512,17
985282664,16
18813073,16
2620359358,16
291387437,16
1003697563,15
2905782479,15
1706150798,15
32948422,15
435221824,15
1267972110,15
473472787,14
316578266,14
855556087,14
263984652,14
2457876044,14
3000212441,14
2275290066,14
3304228673,14
280385318,14
1904945420,14
75924845,13
808596350,13
2739680245,13
759251,13
3032092169,13
403777479,13
1947303967,13
2558027593,13
49251013,12
3164185614,12
138912619,12
26067145,12
847229976,11
61514072,11
172437103,11
3148225794,11
199075675,11
2899968477,11
2904791614,11
3241907700,11
738574447,11
3046988538,11
3182119416,11
1550821693,11
99191859,10
371039549,10
1382866028,10
543567716,10
176134372,10
2183338898,10
2968621227,10
32323843,10
232437402,10
1034865248,10
2873611347,10
