2920684542,59
454954516,42
274768774,38
2603996707,34
220251523,32
2562967619,29
1501963746,29
2458435718,24
2300502996,21
296528828,20
1594981458,17
252163360,15
3308308367,14
3172547264,14
2765919144,14
2902014531,13
30911753,13
2906495251,13
223922420,13
1360759939,13
1005510446,13
2252890903,13
894292836,13
469144828,12
3185340008,12
2227853726,12
2931248916,12
2203975074,12
2415250762,11
110970267,11
2372162220,11
1303783009,11
953169529,10
59642573,10
1119150134,10
447858103,10
3102757318,10
3161902690,10
