3103213542,3
272135343,3
410056274,2
134971995,2
18772094,2
1008923216,2
2491358210,2
15992132,2
705299120,2
1494609860,2
955906094,2
374767758,2
316624598,1
169044506,1
2285367096,1
737016824,1
46112169,1
266745852,1
56271936,1
40589647,1
17719592,1
29707496,1
2202189679,1
168838692,1
573243155,1
1895637186,1
3243013897,1
251408570,1
107429408,1
242068778,1
270147410,1
21833728,1
277845186,1
22796565,1
754243238,1
1458417840,1
307518475,1
705564782,1
2636178753,1
16672155,1
261035490,1
1569510908,1
1742050724,1
263282373,1
22104101,1
634170042,1
2361357000,1
363240926,1
21496372,1
226785529,1
424970283,1
14820509,1
1397911,1
50439300,1
1969699820,1
3231089179,1
2520914127,1
1532683722,1
21705181,1
48598910,1
117739160,1
26070572,1
913225676,1
15384137,1
1055310146,1
123497720,1
750005011,1
31456118,1
2369916919,1
223191284,1
22786791,1
241991595,1
26237787,1
27957863,1
1003130904,1
1152406627,1
67899097,1
308809136,1
2400901568,1
2895301197,1
345399113,1
60684098,1
216786228,1
1566650000,1
36345043,1
187657428,1
732047708,1
